,sentence,focus,episode,filename,tokens,stemmed_tokens,norm_tokens,token_count,sentiment
1139,"Data leading the way, then indicates.",PARKLAND AT STREAM,1.0,102.txt,"['Data', 'leading', 'way', 'indicates']","['Data', 'lead', 'way', 'indic']","['Data', 'lead', 'way', 'indic']",4.0,0.0
1140,The rear wall.,DATA,1.0,102.txt,"['The', 'rear', 'wall']","['The', 'rear', 'wall']","['The', 'rear', 'wall']",3.0,0.0
1141,(peers) can't see it.,RIKER,1.0,102.txt,"['peers', 'cant', 'see']","['peer', 'cant', 'see']","['peer', 'cant', 'see']",3.0,0.0
1142,You will.,DATA,1.0,102.txt,['You'],['You'],['You'],1.0,0.0
1143,He's squinting hard now.,PANNING RIKER TOWARD US,1.0,102.txt,"['Hes', 'squinting', 'hard']","['He', 'squint', 'hard']","['He', 'squint', 'hard']",3.0,-0.1027
1144,"Then he stops, reacts at something he can now make out.",PANNING RIKER TOWARD US,1.0,102.txt,"['Then', 'stops', 'reacts', 'something', 'make']","['Then', 'stop', 'react', 'someth', 'make']","['Then', 'stop', 'react', 'someth', 'make']",5.0,-0.296
1145,Incredible ,RIKER INT.,1.0,102.txt,['Incredible'],['Incred'],['Incred'],1.0,0.0
1146,"As he hurries toward where we can now the holodeck wall on which we can now that the soil, rocks and vegetation blend with the there.",STAGE HOLODECK ANGLE PAST RIKER (OPTICAL) SEE (REAR PROJECTION SCREEN) SEE PARKLAND PROJECTED IMAGE,1.0,102.txt,"['As', 'hurries', 'toward', 'holodeck', 'wall', 'soil', 'rocks', 'vegetation', 'blend']","['As', 'hurri', 'toward', 'holodeck', 'wall', 'soil', 'rock', 'veget', 'blend']","['As', 'hurri', 'toward', 'holodeck', 'wall', 'soil', 'rock', 'veget', 'blend']",9.0,0.0
1147,"Astonished, Riker backs away from this, squinting again ",STAGE HOLODECK ANGLE PAST RIKER (OPTICAL) SEE (REAR PROJECTION SCREEN) SEE PARKLAND PROJECTED IMAGE,1.0,102.txt,"['Astonished', 'Riker', 'backs', 'away', 'squinting']","['Astonish', 'Riker', 'back', 'away', 'squint']","['Astonish', 'Riker', 'back', 'away', 'squint']",5.0,0.0
1148,,REAL PARKLAND RIKER'S P.O.V.,1.0,102.txt,[],[],[],0.0,0.0
1149,"Where, of course, the wall blend is no longer visible.",REAL PARKLAND RIKER'S P.O.V.,1.0,102.txt,"['Where', 'course', 'wall', 'blend', 'longer', 'visible']","['Where', 'cours', 'wall', 'blend', 'longer', 'visibl']","['Where', 'cours', 'wall', 'blend', 'longer', 'visibl']",6.0,0.0
1150,"(calling) Mister Riker, isn't this great?",REAL PARKLAND RIKER'S P.O.V.,1.0,102.txt,"['calling', 'Mister', 'Riker', 'isnt', 'great']","['call', 'Mister', 'Riker', 'isnt', 'great']","['call', 'Mister', 'Riker', 'isnt', 'great']",5.0,-0.5096
1151,"Turning, then grinning, waving.",MEDIUM ON RIKER,1.0,102.txt,"['Turning', 'grinning', 'waving']","['Turn', 'grin', 'wave']","['Turn', 'grin', 'wave']",3.0,0.4767
1152,,MEDIUM ON RIKER,1.0,102.txt,[],[],[],0.0,0.0
1153,"Where Wes Crusher is hurrying toward us, bouncing from rock to rock.",THE ROCK CROSSING AT STREAM,1.0,102.txt,"['Where', 'Wes', 'Crusher', 'hurrying', 'toward', 'us', 'bouncing', 'rock', 'rock']","['Where', 'We', 'Crusher', 'hurri', 'toward', 'us', 'bounc', 'rock', 'rock']","['Where', 'We', 'Crusher', 'hurri', 'toward', 'u', 'bounc', 'rock', 'rock']",9.0,0.0
1154,"This is one of the simpler patterns, Mister Riker.",WESLEY,1.0,102.txt,"['This', 'one', 'simpler', 'patterns', 'Mister', 'Riker']","['Thi', 'one', 'simpler', 'pattern', 'Mister', 'Riker']","['Thi', 'one', 'simpler', 'pattern', 'Mister', 'Riker']",6.0,0.0
1155,"They've got thousands more, some you just can't believe.",WESLEY,1.0,102.txt,"['Theyve', 'got', 'thousands', 'cant', 'believe']","['Theyv', 'got', 'thousand', 'cant', 'believ']","['Theyv', 'got', 'thousand', 'cant', 'believ']",5.0,0.0
1156,Moving down the stream.,ANGLE TO INCLUDE RIKER AND DATA,1.0,102.txt,"['Moving', 'stream']","['Move', 'stream']","['Move', 'stream']",2.0,0.0
1157,"Careful, that next rock is loose...",RIKER,1.0,102.txt,"['Careful', 'next', 'rock', 'loose']","['Care', 'next', 'rock', 'loos']","['Care', 'next', 'rock', 'loo']",4.0,0.4939
1158,!,RIKER,1.0,102.txt,[],[],[],0.0,0.0
1159,"As that rock moves underfoot, tumbling Wes into the stream.",WIDER ANGLE,1.0,102.txt,"['As', 'rock', 'moves', 'underfoot', 'tumbling', 'Wes', 'stream']","['As', 'rock', 'move', 'underfoot', 'tumbl', 'We', 'stream']","['As', 'rock', 'move', 'underfoot', 'tumbl', 'We', 'stream']",7.0,0.0
1160,demonstrating his enormous strength as he easily lifts Wesley completely out of the water.,"PANNING DATA IN,",1.0,102.txt,"['demonstrating', 'enormous', 'strength', 'easily', 'lifts', 'Wesley', 'completely', 'water']","['demonstr', 'enorm', 'strength', 'easili', 'lift', 'Wesley', 'complet', 'water']","['demonstr', 'enorm', 'strength', 'easili', 'lift', 'Wesley', 'complet', 'water']",8.0,0.4939
1161,An amazed Wesley looks at Data.,"PANNING DATA IN,",1.0,102.txt,"['An', 'amazed', 'Wesley', 'looks', 'Data']","['An', 'amaz', 'Wesley', 'look', 'Data']","['An', 'amaz', 'Wesley', 'look', 'Data']",5.0,0.0
1162,Wow ,WESLEY EXT.,1.0,102.txt,['Wow'],['Wow'],['Wow'],1.0,0.5859
1163,As the hatchway smoothly,PARKLAND ANGLE ON WILD HATCHWAY AND CORRIDOR SECTION SLIDES OPEN AGAIN.,1.0,102.txt,"['As', 'hatchway', 'smoothly']","['As', 'hatchway', 'smoothli']","['As', 'hatchway', 'smoothli']",3.0,0.0
1164,"Through it is through which Riker, Data and a very wet Wesley make their way to the",PARKLAND ANGLE ON WILD HATCHWAY AND CORRIDOR SECTION SLIDES OPEN AGAIN.,1.0,102.txt,"['Through', 'Riker', 'Data', 'wet', 'Wesley', 'make', 'way']","['Through', 'Riker', 'Data', 'wet', 'Wesley', 'make', 'way']","['Through', 'Riker', 'Data', 'wet', 'Wesley', 'make', 'way']",7.0,0.0
1165,As they the bulkhead,PARKLAND ANGLE ON WILD HATCHWAY AND CORRIDOR SECTION SLIDES OPEN AGAIN.,1.0,102.txt,"['As', 'bulkhead']","['As', 'bulkhead']","['As', 'bulkhead']",2.0,0.0
1166,The Captain walking with a Senior Officer when he sees Riker and the others.,HOLODECK CORRIDOR ANGLE ON CAPTAIN PICARD,1.0,102.txt,"['The', 'Captain', 'walking', 'Senior', 'Officer', 'sees', 'Riker', 'others']","['The', 'Captain', 'walk', 'Senior', 'Offic', 'see', 'Riker', 'other']","['The', 'Captain', 'walk', 'Senior', 'Offic', 'see', 'Riker', 'other']",8.0,0.0
1167,"He motions the Senior Officer to continue on by himself, stops and waits.",HOLODECK CORRIDOR ANGLE ON CAPTAIN PICARD,1.0,102.txt,"['He', 'motions', 'Senior', 'Officer', 'continue', 'stops', 'waits']","['He', 'motion', 'Senior', 'Offic', 'continu', 'stop', 'wait']","['He', 'motion', 'Senior', 'Offic', 'continu', 'stop', 'wait']",7.0,-0.296
1168,"As Riker, Data and Wes move with Picard.",VARIOUS ANGLES AS APPROPRIATE INTO SHOT,1.0,102.txt,"['As', 'Riker', 'Data', 'Wes', 'move', 'Picard']","['As', 'Riker', 'Data', 'We', 'move', 'Picard']","['As', 'Riker', 'Data', 'We', 'move', 'Picard']",6.0,0.0
1169,Wes is instantly aware that his soaked clothing is dripping water onto the starship deck.,VARIOUS ANGLES AS APPROPRIATE INTO SHOT,1.0,102.txt,"['Wes', 'instantly', 'aware', 'soaked', 'clothing', 'dripping', 'water', 'onto', 'starship', 'deck']","['We', 'instantli', 'awar', 'soak', 'cloth', 'drip', 'water', 'onto', 'starship', 'deck']","['We', 'instantli', 'awar', 'soak', 'cloth', 'drip', 'water', 'onto', 'starship', 'deck']",10.0,0.0
1170,He'd like to remove himself but knows that Picard has already seen his puddle forming on the deck.,VARIOUS ANGLES AS APPROPRIATE INTO SHOT,1.0,102.txt,"['Hed', 'like', 'remove', 'knows', 'Picard', 'already', 'seen', 'puddle', 'forming', 'deck']","['Hed', 'like', 'remov', 'know', 'Picard', 'alreadi', 'seen', 'puddl', 'form', 'deck']","['Hed', 'like', 'remov', 'know', 'Picard', 'alreadi', 'seen', 'puddl', 'form', 'deck']",10.0,0.3612
1171,"Mister Data has agreed to join my away team, Captain.",RIKER,1.0,102.txt,"['Mister', 'Data', 'agreed', 'join', 'away', 'team', 'Captain']","['Mister', 'Data', 'agre', 'join', 'away', 'team', 'Captain']","['Mister', 'Data', 'agre', 'join', 'away', 'team', 'Captain']",7.0,0.296
1172,(with another glance toward Wes's puddle) Very good.,PICARD,1.0,102.txt,"['another', 'glance', 'toward', 'Wess', 'puddle', 'Very', 'good']","['anoth', 'glanc', 'toward', 'Wess', 'puddl', 'Veri', 'good']","['anoth', 'glanc', 'toward', 'Wess', 'puddl', 'Veri', 'good']",7.0,0.4404
1173,"Sir, maybe should get something to wipe this water up.",WES,1.0,102.txt,"['Sir', 'maybe', 'get', 'something', 'wipe', 'water']","['Sir', 'mayb', 'get', 'someth', 'wipe', 'water']","['Sir', 'mayb', 'get', 'someth', 'wipe', 'water']",6.0,0.0
1174,(coolly) Good idea.,PICARD,1.0,102.txt,"['coolly', 'Good', 'idea']","['coolli', 'Good', 'idea']","['coolli', 'Good', 'idea']",3.0,0.4404
1175,Picard turns and,PICARD,1.0,102.txt,"['Picard', 'turns']","['Picard', 'turn']","['Picard', 'turn']",2.0,0.0
1176,Wesley is wiping himself dry now.,SICKBAY BEVERLY AND WESLEY,1.0,102.txt,"['Wesley', 'wiping', 'dry']","['Wesley', 'wipe', 'dri']","['Wesley', 'wipe', 'dri']",3.0,0.0
1177,He is enthusiastically trying to explain his adventures.,SICKBAY BEVERLY AND WESLEY,1.0,102.txt,"['He', 'enthusiastically', 'trying', 'explain', 'adventures']","['He', 'enthusiast', 'tri', 'explain', 'adventur']","['He', 'enthusiast', 'tri', 'explain', 'adventur']",5.0,0.3612
1178,"and there's a low gravity gymnasium, too.",WESLEY,1.0,102.txt,"['theres', 'low', 'gravity', 'gymnasium']","['there', 'low', 'graviti', 'gymnasium']","['there', 'low', 'graviti', 'gymnasium']",4.0,-0.2732
1179,"It would be hard to get bored on this ship As he wipes, he's been turning something over in his mind.",WESLEY,1.0,102.txt,"['It', 'would', 'hard', 'get', 'bored', 'ship', 'As', 'wipes', 'hes', 'turning', 'something', 'mind']","['It', 'would', 'hard', 'get', 'bore', 'ship', 'As', 'wipe', 'he', 'turn', 'someth', 'mind']","['It', 'would', 'hard', 'get', 'bore', 'ship', 'As', 'wipe', 'he', 'turn', 'someth', 'mind']",12.0,-0.34
1180,Mom...,WESLEY,1.0,102.txt,['Mom'],['Mom'],['Mom'],1.0,0.0
1181,(beat) could you get me a look at the bridge?,WESLEY,1.0,102.txt,"['beat', 'could', 'get', 'look', 'bridge']","['beat', 'could', 'get', 'look', 'bridg']","['beat', 'could', 'get', 'look', 'bridg']",5.0,0.0
1182,That's against the captain's standing orders.,BEVERLY,1.0,102.txt,"['Thats', 'captains', 'standing', 'orders']","['That', 'captain', 'stand', 'order']","['That', 'captain', 'stand', 'order']",4.0,0.0
1183,"Are you afraid of the captain, too?",WESLEY,1.0,102.txt,"['Are', 'afraid', 'captain']","['Are', 'afraid', 'captain']","['Are', 'afraid', 'captain']",3.0,0.0
1184,certainly am not!,BEVERLY,1.0,102.txt,['certainly'],['certainli'],['certainli'],1.0,0.0
1185,"But Captain Picard is a pain, isn't he?",WESLEY,1.0,102.txt,"['But', 'Captain', 'Picard', 'pain', 'isnt']","['But', 'Captain', 'Picard', 'pain', 'isnt']","['But', 'Captain', 'Picard', 'pain', 'isnt']",5.0,-0.5106
1186,Your father liked him very much.,BEVERLY,1.0,102.txt,"['Your', 'father', 'liked', 'much']","['Your', 'father', 'like', 'much']","['Your', 'father', 'like', 'much']",4.0,0.3612
1187,"Great explorers are often lonely, ...",BEVERLY,1.0,102.txt,"['Great', 'explorers', 'often', 'lonely']","['Great', 'explor', 'often', 'lone']","['Great', 'explor', 'often', 'lone']",4.0,0.4588
1188,no chance to have a family...,BEVERLY,1.0,102.txt,"['chance', 'family']","['chanc', 'famili']","['chanc', 'famili']",2.0,0.0
1189,"Just a look, at the bridge, Mom.",WESLEY,1.0,102.txt,"['Just', 'look', 'bridge', 'Mom']","['Just', 'look', 'bridg', 'Mom']","['Just', 'look', 'bridg', 'Mom']",4.0,0.0
1190,From the turbolift when the doors open.,WESLEY,1.0,102.txt,"['From', 'turbolift', 'doors', 'open']","['From', 'turbolift', 'door', 'open']","['From', 'turbolift', 'door', 'open']",4.0,0.0
1191,wouldn't get off.,,1.0,102.txt,"['wouldnt', 'get']","['wouldnt', 'get']","['wouldnt', 'get']",2.0,0.0
1192,promise.,,1.0,102.txt,['promise'],['promis'],['promis'],1.0,0.0
1193,"You're looking for trouble, Wes.",BEVERLY,1.0,102.txt,"['Youre', 'looking', 'trouble', 'Wes']","['Your', 'look', 'troubl', 'We']","['Your', 'look', 'troubl', 'We']",4.0,0.0
1194,He shuts up.,BEVERLY,1.0,102.txt,"['He', 'shuts']","['He', 'shut']","['He', 'shut']",2.0,0.0
1195,Beverly looks at him and can't ignore the very real want in his eyes.,BEVERLY,1.0,102.txt,"['Beverly', 'looks', 'cant', 'ignore', 'real', 'want', 'eyes']","['Beverli', 'look', 'cant', 'ignor', 'real', 'want', 'eye']","['Beverli', 'look', 'cant', 'ignor', 'real', 'want', 'eye']",7.0,-0.0572
1196,(continuing) Let's see what we can do.,BEVERLY,1.0,102.txt,"['continuing', 'Lets', 'see']","['continu', 'Let', 'see']","['continu', 'Let', 'see']",3.0,0.0
1197,On Wes's delighted grin:,BEVERLY,1.0,102.txt,"['On', 'Wess', 'delighted', 'grin']","['On', 'Wess', 'delight', 'grin']","['On', 'Wess', 'delight', 'grin']",4.0,0.7906
1198,our location ,FARPOINT STATION/CITY DAY EMPHASIZING STATION TO ESTABLISH INT.,1.0,102.txt,['location'],['locat'],['locat'],1.0,0.0
1199,"Which is made up of Riker, Data, Troi, Tasha and Geordi.",STATION SHOPPING AREA DAY ON AWAY TEAM,1.0,102.txt,"['Which', 'made', 'Riker', 'Data', 'Troi', 'Tasha', 'Geordi']","['Which', 'made', 'Riker', 'Data', 'Troi', 'Tasha', 'Geordi']","['Which', 'made', 'Riker', 'Data', 'Troi', 'Tasha', 'Geordi']",7.0,0.0
1200,"There are a number of people in the mall area, some in identifiable Enterprisetype uniforms.",STATION SHOPPING AREA DAY ON AWAY TEAM,1.0,102.txt,"['There', 'number', 'people', 'mall', 'area', 'identifiable', 'Enterprisetype', 'uniforms']","['There', 'number', 'peopl', 'mall', 'area', 'identifi', 'Enterprisetyp', 'uniform']","['There', 'number', 'peopl', 'mall', 'area', 'identifi', 'Enterprisetyp', 'uniform']",8.0,0.0772
1201,The others are in various civilian clothes.,STATION SHOPPING AREA DAY ON AWAY TEAM,1.0,102.txt,"['The', 'others', 'various', 'civilian', 'clothes']","['The', 'other', 'variou', 'civilian', 'cloth']","['The', 'other', 'variou', 'civilian', 'cloth']",5.0,0.0
1202,"They are taking in the Bandi shops, booths, food and drink offered by Bandi vendors.",STATION SHOPPING AREA DAY ON AWAY TEAM,1.0,102.txt,"['They', 'taking', 'Bandi', 'shops', 'booths', 'food', 'drink', 'offered', 'Bandi', 'vendors']","['They', 'take', 'Bandi', 'shop', 'booth', 'food', 'drink', 'offer', 'Bandi', 'vendor']","['They', 'take', 'Bandi', 'shop', 'booth', 'food', 'drink', 'offer', 'Bandi', 'vendor']",10.0,0.0
1203,"Recommend that someone could begin by examining the underside of the station, sir.",TASHA,1.0,102.txt,"['Recommend', 'someone', 'could', 'begin', 'examining', 'underside', 'station', 'sir']","['Recommend', 'someon', 'could', 'begin', 'examin', 'undersid', 'station', 'sir']","['Recommend', 'someon', 'could', 'begin', 'examin', 'undersid', 'station', 'sir']",8.0,0.3612
1204,"Our sensors do show some passages down there, sir.",TROI,1.0,102.txt,"['Our', 'sensors', 'show', 'passages', 'sir']","['Our', 'sensor', 'show', 'passag', 'sir']","['Our', 'sensor', 'show', 'passag', 'sir']",5.0,0.0
1205,Perhaps you and,TROI,1.0,102.txt,['Perhaps'],['Perhap'],['Perhap'],1.0,0.0
1206,"Troi glances at Riker with just a shade of archness, perhaps the lift of an eyebrow.",TROI,1.0,102.txt,"['Troi', 'glances', 'Riker', 'shade', 'archness', 'perhaps', 'lift', 'eyebrow']","['Troi', 'glanc', 'Riker', 'shade', 'arch', 'perhap', 'lift', 'eyebrow']","['Troi', 'glanc', 'Riker', 'shade', 'arch', 'perhap', 'lift', 'eyebrow']",8.0,0.0
1207,"Riker glances away, troubled.",TROI,1.0,102.txt,"['Riker', 'glances', 'away', 'troubled']","['Riker', 'glanc', 'away', 'troubl']","['Riker', 'glanc', 'away', 'troubl']",4.0,0.0
1208,"Tasha, you and the Counselor.",RIKER,1.0,102.txt,"['Tasha', 'Counselor']","['Tasha', 'Counselor']","['Tasha', 'Counselor']",2.0,0.0
1209,Troi and Tasha move off.,RIKER,1.0,102.txt,"['Troi', 'Tasha', 'move']","['Troi', 'Tasha', 'move']","['Troi', 'Tasha', 'move']",3.0,0.0
1210,Riker turns to Geordi.,RIKER,1.0,102.txt,"['Riker', 'turns', 'Geordi']","['Riker', 'turn', 'Geordi']","['Riker', 'turn', 'Geordi']",3.0,0.0
1211,Let's us start with the topside.,RIKER,1.0,102.txt,"['Lets', 'us', 'start', 'topside']","['Let', 'us', 'start', 'topsid']","['Let', 'u', 'start', 'topsid']",4.0,0.0
1212,Have you noticed anything unusual?,RIKER,1.0,102.txt,"['Have', 'noticed', 'anything', 'unusual']","['Have', 'notic', 'anyth', 'unusu']","['Have', 'notic', 'anyth', 'unusu']",4.0,0.0
1213,"Riker and the others move out of scene, examining everything they pass.",RIKER,1.0,102.txt,"['Riker', 'others', 'move', 'scene', 'examining', 'everything', 'pass']","['Riker', 'other', 'move', 'scene', 'examin', 'everyth', 'pass']","['Riker', 'other', 'move', 'scene', 'examin', 'everyth', 'pas']",7.0,0.0
1214,,DISSOLVE TO:151 INT.,1.0,102.txt,[],[],[],0.0,0.0
1215,"as he looks around the area, moving slowly and carefully scanning.",ANOTHER STATION AREA ON GEORDI,1.0,102.txt,"['looks', 'around', 'area', 'moving', 'slowly', 'carefully', 'scanning']","['look', 'around', 'area', 'move', 'slowli', 'care', 'scan']","['look', 'around', 'area', 'move', 'slowli', 'care', 'scan']",7.0,0.4939
1216,Then he shakes his head.,ANOTHER STATION AREA ON GEORDI,1.0,102.txt,"['Then', 'shakes', 'head']","['Then', 'shake', 'head']","['Then', 'shake', 'head']",3.0,-0.1779
1217,"Well, can't see through solid matter, sir, but the material so far looks very ordinary.",GEORDI,1.0,102.txt,"['Well', 'cant', 'see', 'solid', 'matter', 'sir', 'material', 'far', 'looks', 'ordinary']","['Well', 'cant', 'see', 'solid', 'matter', 'sir', 'materi', 'far', 'look', 'ordinari']","['Well', 'cant', 'see', 'solid', 'matter', 'sir', 'materi', 'far', 'look', 'ordinari']",10.0,0.1486
1218,"Confirmed by the construction records, sir.",DATA,1.0,102.txt,"['Confirmed', 'construction', 'records', 'sir']","['Confirm', 'construct', 'record', 'sir']","['Confirm', 'construct', 'record', 'sir']",4.0,0.0
1219,Almost exactly the same material that Starfleet uses.,DATA,1.0,102.txt,"['Almost', 'exactly', 'material', 'Starfleet', 'uses']","['Almost', 'exactli', 'materi', 'Starfleet', 'use']","['Almost', 'exactli', 'materi', 'Starfleet', 'use']",5.0,0.0
1220,"Riker reaches to his insignia, to switch on his communicator Riker to Tasha, Troi, come in!",DATA,1.0,102.txt,"['Riker', 'reaches', 'insignia', 'switch', 'communicator', 'Riker', 'Tasha', 'Troi', 'come']","['Riker', 'reach', 'insignia', 'switch', 'commun', 'Riker', 'Tasha', 'Troi', 'come']","['Riker', 'reach', 'insignia', 'switch', 'commun', 'Riker', 'Tasha', 'Troi', 'come']",9.0,0.0258
1221,"We milk the next few moments, Riker growing apprehensive.",DATA,1.0,102.txt,"['We', 'milk', 'next', 'moments', 'Riker', 'growing', 'apprehensive']","['We', 'milk', 'next', 'moment', 'Riker', 'grow', 'apprehens']","['We', 'milk', 'next', 'moment', 'Riker', 'grow', 'apprehens']",7.0,0.0
1222,"Then, finally, with Riker showing relief: (from communicator) We were about to call you, Team Leader.",DATA,1.0,102.txt,"['Then', 'finally', 'Riker', 'showing', 'relief', 'communicator', 'We', 'call', 'Team', 'Leader']","['Then', 'final', 'Riker', 'show', 'relief', 'commun', 'We', 'call', 'Team', 'Leader']","['Then', 'final', 'Riker', 'show', 'relief', 'commun', 'We', 'call', 'Team', 'Leader']",10.0,0.4767
1223,We've found something interesting ,DATA,1.0,102.txt,"['Weve', 'found', 'something', 'interesting']","['Weve', 'found', 'someth', 'interest']","['Weve', 'found', 'someth', 'interest']",4.0,0.4588
